Date,DHT11#1 Humidity,DHT11#1 Temperature,DHT11#2 Humidity,DHT11#2 Temperature,DHT22#3 Humidity,DHT22#3 Temperature
2016-08-24T00:40:29.313-0600,19,22,17,22,42.6,25.2
2016-08-24T00:40:35.114-0600,20,22,17,22,42.7,25.2
2016-08-24T00:40:40.916-0600,19,22,17,22,42.8,25.3
2016-08-24T00:40:46.716-0600,19,22,17,22,42.7,25.2
2016-08-24T00:40:52.518-0600,19,22,17,22,42.6,25.2
2016-08-24T00:40:58.319-0600,19,22,17,22,42.5,25.3
2016-08-24T00:41:04.120-0600,19,22,17,22,42.5,25.2
2016-08-24T00:41:11.160-0600,19,22,17,22,ERROR,ERROR
2016-08-24T00:41:16.963-0600,19,22,17,22,42.7,25.2
2016-08-24T00:41:22.764-0600,20,22,17,22,42.5,25.2
2016-08-24T00:41:28.565-0600,19,22,17,22,42.6,25.2
2016-08-24T00:41:34.366-0600,19,22,17,22,42.6,25.2
2016-08-24T00:41:40.167-0600,19,22,17,22,42.7,25.2
2016-08-24T00:41:45.968-0600,19,22,17,22,42.7,25.2
2016-08-24T00:41:51.770-0600,19,22,17,22,42.6,25.2
2016-08-24T00:41:57.571-0600,19,22,17,22,42.8,25.3
2016-08-24T00:42:03.372-0600,19,22,17,22,42.8,25.2
2016-08-24T00:42:09.177-0600,20,22,17,22,42.8,25.2
2016-08-24T00:42:14.983-0600,20,22,17,22,42.7,25.2
2016-08-24T00:42:20.784-0600,19,22,17,22,42.6,25.2
2016-08-24T00:42:26.585-0600,19,22,17,22,42.4,25.2
2016-08-24T00:42:32.386-0600,19,22,17,22,42.5,25.3
2016-08-24T00:42:39.563-0600,19,22,17,22,ERROR,ERROR
2016-08-24T00:42:45.364-0600,20,22,17,22,42.7,25.2
2016-08-24T00:42:51.165-0600,19,22,17,22,42.4,25.2
2016-08-24T00:42:56.966-0600,19,22,17,22,42.4,25.2
2016-08-24T00:43:02.781-0600,19,22,17,22,42.6,25.2
2016-08-24T00:43:08.586-0600,19,22,17,22,42.5,25.2
2016-08-24T00:43:14.387-0600,19,22,17,22,42.6,25.3
2016-08-24T00:43:20.193-0600,19,22,17,22,42.7,25.3
2016-08-24T00:43:25.994-0600,19,22,17,22,42.7,25.2
2016-08-24T00:43:31.795-0600,19,22,17,22,42.6,25.2
2016-08-24T00:43:38.150-0600,ERROR,ERROR,17,22,42.7,25.3
2016-08-24T00:43:43.951-0600,19,22,17,22,42.4,25.2
2016-08-24T00:43:49.752-0600,19,22,17,22,42.6,25.2
2016-08-24T00:43:55.562-0600,19,22,17,22,42.6,25.3
2016-08-24T00:44:01.368-0600,19,22,17,22,41.7,25.2
2016-08-24T00:44:07.174-0600,19,22,17,22,42.6,25.3
2016-08-24T00:44:12.975-0600,19,22,17,22,42.5,25.2
2016-08-24T00:44:18.776-0600,19,22,17,22,42.6,25.3
2016-08-24T00:44:24.577-0600,19,22,17,22,42.6,25.3
2016-08-24T00:44:30.378-0600,19,22,17,22,42.6,25.3
2016-08-24T00:44:36.179-0600,19,22,17,22,42.6,25.2
2016-08-24T00:44:41.980-0600,19,22,17,22,42.8,25.2
2016-08-24T00:44:47.781-0600,19,22,17,22,42.6,25.2
2016-08-24T00:44:53.592-0600,19,22,17,22,42.6,25.3
2016-08-24T00:44:59.397-0600,19,22,17,22,42.6,25.3
2016-08-24T00:45:05.198-0600,19,22,17,22,42.7,25.2
2016-08-24T00:45:10.999-0600,19,22,17,22,42.9,25.3
2016-08-24T00:45:16.800-0600,19,22,17,22,43,25.2
2016-08-24T00:45:22.601-0600,20,22,17,22,43.1,25.3
2016-08-24T00:45:28.402-0600,19,22,17,22,43.1,25.3
2016-08-24T00:45:34.204-0600,20,22,17,22,43.1,25.3
2016-08-24T00:45:40.004-0600,20,22,17,22,43.2,25.2
2016-08-24T00:45:45.806-0600,19,22,17,22,43.2,25.3
2016-08-24T00:45:51.611-0600,20,22,17,22,43.2,25.3
2016-08-24T00:45:57.417-0600,20,22,17,22,43.2,25.2
2016-08-24T00:46:03.218-0600,20,22,17,22,43.2,25.2
2016-08-24T00:46:09.019-0600,20,22,17,22,42.9,25.2
2016-08-24T00:46:14.820-0600,20,22,17,22,43,25.2
2016-08-24T00:46:24.059-0600,20,22,17,22,ERROR,ERROR
2016-08-24T00:46:29.860-0600,19,22,17,22,43.2,25.2
2016-08-24T00:46:35.661-0600,20,22,17,22,43.3,25.2
2016-08-24T00:46:41.476-0600,19,22,17,22,43.3,25.2
2016-08-24T00:46:47.425-0600,ERROR,ERROR,17,22,42.5,25.2
2016-08-24T00:46:53.226-0600,20,22,17,22,43.3,25.2
2016-08-24T00:46:59.027-0600,20,22,17,22,43.3,25.3
2016-08-24T00:47:04.828-0600,20,22,17,22,43.3,25.2
2016-08-24T00:47:10.629-0600,20,22,17,22,43.3,25.2
2016-08-24T00:47:16.430-0600,20,22,17,22,43.4,25.2
2016-08-24T00:47:22.231-0600,20,22,17,22,43.3,25.2
2016-08-24T00:47:28.032-0600,20,22,17,22,43.4,25.3
2016-08-24T00:47:33.834-0600,20,22,17,22,43.3,25.2
2016-08-24T00:47:39.639-0600,20,22,17,22,43.1,25.2
2016-08-24T00:47:45.445-0600,20,22,17,22,43.2,25.2
2016-08-24T00:47:52.492-0600,20,22,17,22,ERROR,ERROR
2016-08-24T00:47:58.293-0600,20,22,17,22,41.9,25.2
2016-08-24T00:48:04.094-0600,20,22,17,22,43.3,25.2
2016-08-24T00:48:09.895-0600,20,22,17,22,43.3,25.2
2016-08-24T00:48:15.696-0600,20,22,17,22,43.4,25.3
2016-08-24T00:48:21.497-0600,20,22,17,22,43.4,25.2
2016-08-24T00:48:27.298-0600,20,22,17,22,43.5,25.2
2016-08-24T00:48:33.118-0600,20,22,17,22,43.5,25.2
2016-08-24T00:48:38.923-0600,20,22,17,22,43.5,25.2
2016-08-24T00:48:44.724-0600,20,22,17,22,43.5,25.3
2016-08-24T00:48:50.526-0600,20,22,17,22,43.4,25.2
2016-08-24T00:48:56.327-0600,20,22,17,22,43.5,25.2
2016-08-24T00:49:02.128-0600,20,22,17,22,43.5,25.3
2016-08-24T00:49:07.929-0600,20,22,17,22,43.2,25.2
2016-08-24T00:49:13.730-0600,20,22,17,22,43.2,25.2
2016-08-24T00:49:22.420-0600,20,22,ERROR,ERROR,43.1,25.2
2016-08-24T00:49:28.244-0600,20,22,17,22,43.4,25.2
2016-08-24T00:49:34.049-0600,20,22,17,22,43.5,25.2
2016-08-24T00:49:39.851-0600,20,22,17,22,43.3,25.2
2016-08-24T00:49:45.652-0600,20,22,17,22,43.3,25.2
2016-08-24T00:49:51.453-0600,20,22,17,22,43.2,25.2
2016-08-24T00:49:57.254-0600,20,22,17,22,43.2,25.2
2016-08-24T00:50:03.055-0600,20,22,17,22,43.3,25.2
2016-08-24T00:50:08.856-0600,20,22,17,22,43.5,25.2
2016-08-24T00:50:14.657-0600,20,22,17,22,43.5,25.2
2016-08-24T00:50:20.458-0600,20,22,17,22,43.5,25.2
2016-08-24T00:50:26.264-0600,20,22,17,22,43.5,25.2
2016-08-24T00:50:32.069-0600,20,22,17,22,43.5,25.2
2016-08-24T00:50:37.870-0600,20,22,17,22,43.6,25.2
2016-08-24T00:50:43.671-0600,20,22,17,22,43.5,25.2
2016-08-24T00:50:49.472-0600,20,22,17,22,43.5,25.2
2016-08-24T00:50:55.274-0600,20,22,17,22,43.4,25.2
2016-08-24T00:51:01.075-0600,20,22,17,22,43.4,25.2
2016-08-24T00:51:06.876-0600,20,22,17,22,43.3,25.2
2016-08-24T00:51:12.677-0600,20,22,17,22,43.3,25.2
2016-08-24T00:51:18.501-0600,20,22,17,22,43.3,25.2
2016-08-24T00:51:24.307-0600,20,22,17,22,42.5,25.2
2016-08-24T00:51:30.112-0600,20,22,17,22,43.2,25.2
2016-08-24T00:51:35.913-0600,20,22,17,22,43.4,25.2
2016-08-24T00:51:41.714-0600,20,22,17,22,43.3,25.2
2016-08-24T00:51:47.515-0600,20,22,17,22,43.6,25.2
2016-08-24T00:51:53.316-0600,20,22,17,22,43.8,25.2
2016-08-24T00:51:59.117-0600,20,22,17,22,43.7,25.2
2016-08-24T00:52:04.918-0600,20,22,17,22,43.6,25.2
2016-08-24T00:52:10.720-0600,20,22,17,22,43.5,25.2
2016-08-24T00:52:16.525-0600,20,22,17,22,43.5,25.2
2016-08-24T00:52:22.331-0600,20,22,17,22,43.3,25.2
2016-08-24T00:52:28.132-0600,20,22,17,22,43.5,25.2
2016-08-24T00:52:33.933-0600,20,22,17,22,43.4,25.2
2016-08-24T00:52:39.734-0600,20,22,17,22,43.2,25.2
2016-08-24T00:52:45.535-0600,20,22,17,22,43.2,25.2
2016-08-24T00:52:51.336-0600,20,22,17,22,43.2,25.2
2016-08-24T00:52:57.137-0600,20,22,17,22,43.3,25.2
2016-08-24T00:53:02.939-0600,20,22,17,22,43.3,25.2
2016-08-24T00:53:08.753-0600,20,22,17,22,43.1,25.2
2016-08-24T00:53:14.559-0600,20,22,17,22,43.3,25.2
2016-08-24T00:53:20.360-0600,20,22,17,22,43.3,25.2
2016-08-24T00:53:26.161-0600,20,22,17,22,43.2,25.2
2016-08-24T00:53:31.962-0600,20,22,17,22,43.5,25.2
2016-08-24T00:53:37.763-0600,20,22,17,22,43.6,25.2
2016-08-24T00:53:43.564-0600,20,22,17,22,43.5,25.2
2016-08-24T00:53:49.365-0600,20,22,17,22,43.5,25.2
2016-08-24T00:53:55.167-0600,20,22,17,22,43.4,25.2
2016-08-24T00:54:00.967-0600,20,22,17,22,43.3,25.2
2016-08-24T00:54:06.773-0600,20,22,17,22,43.3,25.2
2016-08-24T00:54:12.579-0600,20,22,17,22,43.3,25.2
2016-08-24T00:54:18.384-0600,20,22,17,22,43.6,25.2
2016-08-24T00:54:24.185-0600,20,22,17,22,43.5,25.2
2016-08-24T00:54:29.986-0600,20,22,17,22,43.5,25.2
2016-08-24T00:54:35.787-0600,20,22,17,22,43.6,25.2
2016-08-24T00:54:41.588-0600,20,22,17,22,43.5,25.2
2016-08-24T00:54:47.390-0600,20,22,17,22,43.5,25.2
2016-08-24T00:54:53.191-0600,20,22,17,22,43.6,25.2
2016-08-24T00:54:59.019-0600,20,22,17,22,43.6,25.2
2016-08-24T00:55:04.825-0600,20,22,17,22,43.5,25.2
2016-08-24T00:55:10.626-0600,20,22,17,22,43.3,25.2
2016-08-24T00:55:16.427-0600,20,22,17,22,43.3,25.2
2016-08-24T00:55:22.228-0600,20,22,17,22,43.3,25.2
2016-08-24T00:55:28.030-0600,20,22,17,22,43,25.2
2016-08-24T00:55:33.831-0600,20,22,17,22,43.1,25.2
2016-08-24T00:55:39.631-0600,20,22,17,22,43.2,25.2
2016-08-24T00:55:45.433-0600,20,22,17,22,43.4,25.2
2016-08-24T00:55:51.234-0600,20,22,17,22,43.5,25.2
2016-08-24T00:55:57.039-0600,20,22,17,22,43.4,25.2
2016-08-24T00:56:02.845-0600,20,22,17,22,43.6,25.2
2016-08-24T00:56:08.646-0600,20,22,17,22,43.5,25.2
2016-08-24T00:56:14.447-0600,20,22,17,22,43.5,25.2
2016-08-24T00:56:20.248-0600,20,22,17,22,43.6,25.2
2016-08-24T00:56:26.049-0600,20,22,17,22,43.6,25.2
2016-08-24T00:56:31.850-0600,20,22,17,22,43.5,25.2
2016-08-24T00:56:37.651-0600,20,22,17,22,43.5,25.2
2016-08-24T00:56:43.452-0600,20,22,17,22,43.6,25.2
2016-08-24T00:56:49.281-0600,20,22,17,22,43.4,25.2
2016-08-24T00:56:55.087-0600,20,22,17,22,42.5,25.2
2016-08-24T00:57:00.893-0600,20,22,17,22,43.4,25.2
2016-08-24T00:57:06.693-0600,20,22,17,22,42.7,25.2
2016-08-24T00:57:12.495-0600,20,22,17,22,43.7,25.2
2016-08-24T00:57:18.295-0600,20,22,17,22,43.5,25.2
2016-08-24T00:57:24.096-0600,20,22,17,22,43.6,25.2
2016-08-24T00:57:29.898-0600,20,22,17,22,43.6,25.2
2016-08-24T00:57:35.699-0600,20,22,17,22,43.6,25.2
2016-08-24T00:57:41.500-0600,20,22,17,22,43.5,25.2
2016-08-24T00:57:47.310-0600,20,22,17,22,43.6,25.2
2016-08-24T00:57:53.116-0600,20,22,17,22,43.6,25.2
2016-08-24T00:57:58.917-0600,20,22,17,22,43.5,25.2
2016-08-24T00:58:04.718-0600,20,22,17,22,43.6,25.2
2016-08-24T00:58:10.519-0600,20,22,17,22,43.6,25.2
2016-08-24T00:58:16.320-0600,20,22,17,22,43.4,25.2
2016-08-24T00:58:22.121-0600,20,22,17,22,43.3,25.2
2016-08-24T00:58:27.922-0600,20,22,17,22,43.3,25.2
2016-08-24T00:58:33.723-0600,20,22,17,22,43.5,25.2
2016-08-24T00:58:39.543-0600,20,22,17,22,43.6,25.2
2016-08-24T00:58:45.348-0600,20,22,17,22,44.1,25.2
2016-08-24T00:58:51.154-0600,20,22,17,22,44.2,25.2
2016-08-24T00:58:56.955-0600,20,22,17,22,44,25.2
2016-08-24T00:59:02.756-0600,20,22,17,22,43.7,25.2
2016-08-24T00:59:08.557-0600,20,22,17,22,43.5,25.2
2016-08-24T00:59:14.358-0600,20,22,17,22,43.8,25.2
2016-08-24T00:59:20.159-0600,20,22,17,22,43.7,25.2
2016-08-24T00:59:25.960-0600,20,22,17,22,43.5,25.2
2016-08-24T00:59:31.761-0600,20,22,17,22,43.7,25.2
2016-08-24T00:59:37.567-0600,20,22,17,22,43.3,25.2
2016-08-24T00:59:43.373-0600,20,22,17,22,43.1,25.2
2016-08-24T00:59:49.176-0600,20,22,17,22,ERROR,ERROR
2016-08-24T00:59:54.979-0600,20,22,17,22,42,25.2
2016-08-24T01:00:00.780-0600,20,22,17,22,43,25.2
2016-08-24T01:00:06.581-0600,20,22,17,22,43,25.2
2016-08-24T01:00:12.383-0600,20,22,17,22,43,25.2
2016-08-24T01:00:18.184-0600,20,22,17,22,42.9,25.2
2016-08-24T01:00:23.985-0600,20,22,17,22,43,25.2
2016-08-24T01:00:29.799-0600,20,22,17,22,43.4,25.2
2016-08-24T01:00:35.605-0600,20,22,17,22,43.5,25.2
2016-08-24T01:00:41.406-0600,20,22,17,22,43.5,25.2
2016-08-24T01:00:47.207-0600,20,22,17,22,43.6,25.2
2016-08-24T01:00:53.008-0600,20,22,17,22,43.5,25.2
2016-08-24T01:00:58.810-0600,20,22,17,22,43.3,25.2
2016-08-24T01:01:04.611-0600,20,22,17,22,43.1,25.2
2016-08-24T01:01:10.412-0600,20,22,17,22,43,25.2
2016-08-24T01:01:16.213-0600,20,22,17,22,42.9,25.2
2016-08-24T01:01:22.014-0600,20,22,17,22,43.1,25.2
2016-08-24T01:01:27.819-0600,20,22,17,22,43.1,25.3
2016-08-24T01:01:33.625-0600,20,22,17,22,43,25.2
2016-08-24T01:01:39.426-0600,20,22,17,22,43,25.2
2016-08-24T01:01:45.227-0600,20,22,17,22,43,25.2
2016-08-24T01:01:51.028-0600,20,22,17,22,43.2,25.2
2016-08-24T01:01:56.829-0600,20,22,17,22,43.7,25.2
2016-08-24T01:02:02.631-0600,20,22,17,22,43.8,25.2
2016-08-24T01:02:08.431-0600,20,22,17,22,43.5,25.2
2016-08-24T01:02:14.232-0600,20,22,17,22,43.5,25.2
2016-08-24T01:02:20.052-0600,20,22,17,22,43.6,25.3
2016-08-24T01:02:25.858-0600,20,22,17,22,42.8,25.3
2016-08-24T01:02:31.663-0600,20,22,17,22,43.5,25.2
2016-08-24T01:02:37.879-0600,20,22,17,22,ERROR,ERROR
2016-08-24T01:02:43.681-0600,20,22,17,22,43.5,25.3
2016-08-24T01:02:49.482-0600,20,22,17,22,43.3,25.2
2016-08-24T01:02:55.283-0600,20,22,17,22,43.2,25.2
2016-08-24T01:03:01.084-0600,20,22,17,22,43.2,25.3
2016-08-24T01:03:06.885-0600,20,22,17,22,43,25.2
2016-08-24T01:03:12.686-0600,20,22,17,22,42.9,25.2
2016-08-24T01:03:18.492-0600,20,22,17,22,43,25.3
2016-08-24T01:03:24.297-0600,20,22,17,22,43.1,25.3
2016-08-24T01:03:30.098-0600,20,22,17,22,43,25.2
2016-08-24T01:03:35.899-0600,20,22,17,22,43,25.3
2016-08-24T01:03:41.701-0600,20,22,17,22,43,25.3
2016-08-24T01:03:47.502-0600,20,22,17,22,42.9,25.3
2016-08-24T01:03:53.303-0600,20,22,17,22,42.9,25.3
2016-08-24T01:03:59.104-0600,20,22,17,22,42.9,25.3
2016-08-24T01:04:04.905-0600,20,22,17,22,42.8,25.3
2016-08-24T01:04:10.733-0600,20,22,17,22,42.8,25.3
2016-08-24T01:04:16.539-0600,20,22,17,22,42,25.3
2016-08-24T01:04:22.345-0600,20,22,17,22,42.7,25.3
2016-08-24T01:04:28.146-0600,20,22,17,22,42.7,25.3
2016-08-24T01:04:33.947-0600,20,22,17,22,42.7,25.3
2016-08-24T01:04:39.748-0600,20,22,17,22,43,25.3
2016-08-24T01:04:45.549-0600,20,22,17,22,43,25.3
2016-08-24T01:04:51.350-0600,20,22,17,22,42.9,25.3
2016-08-24T01:04:57.151-0600,20,22,17,22,42.9,25.3
2016-08-24T01:05:02.952-0600,20,22,17,22,43,25.3
2016-08-24T01:05:08.758-0600,20,22,17,22,43,25.3
2016-08-24T01:05:14.568-0600,20,22,17,22,42.9,25.3
2016-08-24T01:05:20.369-0600,20,22,17,22,42.9,25.3
2016-08-24T01:05:26.170-0600,20,22,17,22,42.8,25.3
2016-08-24T01:05:31.971-0600,20,22,17,22,42.8,25.3
2016-08-24T01:05:37.773-0600,20,22,17,22,42.7,25.3
2016-08-24T01:05:43.574-0600,20,22,17,22,42.5,25.3
2016-08-24T01:05:49.375-0600,20,22,17,22,42.5,25.3
2016-08-24T01:05:55.176-0600,19,22,17,22,42.5,25.3
2016-08-24T01:06:00.995-0600,20,22,17,22,42.7,25.3
2016-08-24T01:06:06.801-0600,20,22,17,22,42.7,25.3
2016-08-24T01:06:12.606-0600,20,22,17,22,42.8,25.3
2016-08-24T01:06:18.407-0600,20,22,17,22,42.5,25.3
2016-08-24T01:06:28.473-0600,ERROR,ERROR,17,22,42.6,25.3
2016-08-24T01:06:34.274-0600,19,22,17,22,42.6,25.3
2016-08-24T01:06:40.075-0600,19,22,17,22,42.4,25.3
2016-08-24T01:06:45.876-0600,20,22,17,22,42.4,25.3
2016-08-24T01:06:51.677-0600,19,22,17,22,42.4,25.3
2016-08-24T01:06:57.492-0600,19,22,17,22,42.6,25.3
2016-08-24T01:07:03.298-0600,19,22,17,22,42.6,25.3
2016-08-24T01:07:09.099-0600,19,22,17,22,42.6,25.3
2016-08-24T01:07:14.900-0600,20,22,17,22,42.6,25.3
2016-08-24T01:07:20.701-0600,20,22,17,22,42.6,25.3
2016-08-24T01:07:26.502-0600,20,22,17,22,42.6,25.3
2016-08-24T01:07:32.303-0600,19,22,17,22,42.5,25.3
2016-08-24T01:07:38.104-0600,19,22,17,22,42.5,25.3
2016-08-24T01:07:43.905-0600,19,22,17,22,42.5,25.3
2016-08-24T01:07:49.706-0600,20,22,17,22,42.5,25.3
2016-08-24T01:07:56.338-0600,20,22,ERROR,ERROR,42.5,25.3
2016-08-24T01:08:02.143-0600,19,22,17,22,42.5,25.3
2016-08-24T01:08:07.944-0600,20,22,17,22,42.5,25.3
2016-08-24T01:08:13.746-0600,20,22,17,22,42.5,25.3
2016-08-24T01:08:19.547-0600,19,22,17,22,42.5,25.3
2016-08-24T01:08:25.348-0600,19,22,17,22,42.5,25.3
2016-08-24T01:08:31.149-0600,19,22,17,22,42.5,25.3
2016-08-24T01:08:36.950-0600,19,22,17,22,42.5,25.3
2016-08-24T01:08:42.751-0600,19,22,17,22,42.5,25.4
2016-08-24T01:08:48.570-0600,19,22,17,22,42.4,25.3
2016-08-24T01:08:54.381-0600,20,22,17,22,42.5,25.4
2016-08-24T01:09:00.186-0600,19,22,17,22,42.4,25.3
2016-08-24T01:09:05.988-0600,20,22,17,22,42.4,25.3
2016-08-24T01:09:11.789-0600,19,22,17,22,42.3,25.3
2016-08-24T01:09:17.589-0600,19,22,17,22,42.4,25.4
2016-08-24T01:09:23.390-0600,19,22,17,22,42.5,25.4
2016-08-24T01:09:29.191-0600,19,22,17,22,42.5,25.4
2016-08-24T01:09:34.993-0600,20,22,17,22,42.5,25.4
2016-08-24T01:09:40.794-0600,19,22,17,22,42.5,25.4
2016-08-24T01:09:46.599-0600,20,22,17,22,42.5,25.4
2016-08-24T01:09:52.405-0600,19,22,17,22,42.5,25.4
2016-08-24T01:09:58.206-0600,19,22,17,22,42.5,25.3
2016-08-24T01:10:04.007-0600,19,22,17,22,42.6,25.4
2016-08-24T01:10:09.808-0600,19,22,17,22,42.5,25.4
2016-08-24T01:10:15.609-0600,20,22,17,22,42.5,25.4
2016-08-24T01:10:21.410-0600,20,22,17,22,42.5,25.4
2016-08-24T01:10:27.211-0600,19,22,17,22,42.5,25.4
2016-08-24T01:10:33.013-0600,20,22,17,22,42.7,25.4
2016-08-24T01:10:41.172-0600,20,22,17,22,ERROR,ERROR
2016-08-24T01:10:46.977-0600,19,22,17,22,42.6,25.4
2016-08-24T01:10:52.779-0600,20,22,17,22,42.6,25.4
2016-08-24T01:10:58.579-0600,20,22,17,22,42.6,25.4
2016-08-24T01:11:04.380-0600,20,22,17,22,42.7,25.4
2016-08-24T01:11:10.182-0600,19,22,17,22,42.6,25.4
2016-08-24T01:11:15.983-0600,20,22,17,22,42.5,25.4
2016-08-24T01:11:21.784-0600,20,22,17,22,42.5,25.4
2016-08-24T01:11:27.585-0600,20,22,17,22,42.5,25.4
2016-08-24T01:11:33.413-0600,20,22,17,22,42.5,25.4
2016-08-24T01:11:39.219-0600,19,22,17,22,42.5,25.4
2016-08-24T01:11:45.020-0600,20,22,17,22,42.6,25.4
2016-08-24T01:11:50.821-0600,19,22,17,22,42.5,25.4
2016-08-24T01:11:56.623-0600,20,22,17,22,42.4,25.4
2016-08-24T01:12:02.424-0600,20,22,17,22,42.5,25.4
2016-08-24T01:12:08.224-0600,20,22,17,22,42.9,25.4
2016-08-24T01:12:14.026-0600,20,22,17,22,43.4,25.4
2016-08-24T01:12:19.827-0600,20,22,17,22,43.4,25.4
2016-08-24T01:12:25.628-0600,20,22,17,22,43.1,25.4
2016-08-24T01:12:31.433-0600,20,22,17,22,42.9,25.4
2016-08-24T01:12:37.239-0600,20,22,17,22,42.8,25.4
2016-08-24T01:12:43.040-0600,20,22,17,22,42.9,25.4
2016-08-24T01:12:48.841-0600,20,22,17,22,43,25.4
2016-08-24T01:12:54.642-0600,20,22,17,22,42.8,25.4
2016-08-24T01:13:00.443-0600,20,22,17,22,42.6,25.4
2016-08-24T01:13:06.244-0600,20,22,17,22,42.5,25.4
2016-08-24T01:13:12.045-0600,20,22,17,22,42.4,25.4
2016-08-24T01:13:17.847-0600,20,22,17,22,42.4,25.4
2016-08-24T01:13:23.666-0600,20,22,17,22,42.4,25.4
2016-08-24T01:13:29.472-0600,20,22,17,22,41.6,25.4
2016-08-24T01:13:35.273-0600,19,22,17,22,42.5,25.4
2016-08-24T01:13:41.074-0600,19,22,17,22,42.7,25.4
2016-08-24T01:13:46.875-0600,20,22,17,22,42.7,25.4
2016-08-24T01:13:52.676-0600,20,22,17,22,42.6,25.4
2016-08-24T01:13:58.477-0600,20,22,17,22,41.7,25.4
2016-08-24T01:14:04.278-0600,20,22,17,22,42.5,25.4
2016-08-24T01:14:10.079-0600,19,22,17,22,42.5,25.5
2016-08-24T01:14:15.880-0600,19,22,17,22,42.5,25.4
2016-08-24T01:14:21.686-0600,19,22,17,22,42.5,25.4
2016-08-24T01:14:27.491-0600,19,22,17,22,42.6,25.4
2016-08-24T01:14:33.293-0600,20,22,17,22,42.6,25.5
2016-08-24T01:14:39.094-0600,20,22,17,22,42.3,25.4
2016-08-24T01:14:44.895-0600,20,22,17,22,42.4,25.4
2016-08-24T01:14:51.935-0600,20,22,17,22,ERROR,ERROR
2016-08-24T01:14:57.738-0600,20,22,17,22,42.9,25.4
2016-08-24T01:15:03.539-0600,20,22,17,22,42.7,25.4
2016-08-24T01:15:09.340-0600,20,22,17,22,42.6,25.4
2016-08-24T01:15:15.155-0600,20,22,17,22,42.6,25.4
2016-08-24T01:15:20.961-0600,20,22,17,22,42.5,25.4
2016-08-24T01:15:26.762-0600,20,22,17,22,42.5,25.4
2016-08-24T01:15:32.563-0600,19,22,17,22,42.5,25.4
2016-08-24T01:15:38.364-0600,19,22,17,22,42.5,25.4
2016-08-24T01:15:44.165-0600,20,22,17,22,42.5,25.4
2016-08-24T01:15:49.966-0600,20,22,17,22,42.6,25.5
2016-08-24T01:15:55.767-0600,20,22,17,22,42.5,25.4
2016-08-24T01:16:01.568-0600,20,22,17,22,42.5,25.4
2016-08-24T01:16:07.369-0600,20,22,17,22,42.2,25.4
2016-08-24T01:16:13.175-0600,19,22,17,22,42.3,25.4
2016-08-24T01:16:18.985-0600,20,22,17,22,42.6,25.4
2016-08-24T01:16:24.786-0600,19,22,17,22,42,25.4
2016-08-24T01:16:30.587-0600,20,22,17,22,42.6,25.5
2016-08-24T01:16:36.388-0600,20,22,17,22,42.4,25.4
2016-08-24T01:16:42.189-0600,19,22,17,22,42.4,25.5
2016-08-24T01:16:47.990-0600,20,22,17,22,42.6,25.5
2016-08-24T01:16:53.791-0600,19,22,17,22,42.7,25.4
2016-08-24T01:16:59.593-0600,20,22,17,22,42.7,25.4
2016-08-24T01:17:07.876-0600,ERROR,ERROR,17,22,42.7,25.4
2016-08-24T01:17:13.682-0600,19,22,17,22,42.8,25.4
2016-08-24T01:17:19.483-0600,20,22,17,22,43.2,25.5
2016-08-24T01:17:25.284-0600,20,22,17,22,43.6,25.5
2016-08-24T01:17:31.086-0600,20,22,17,22,43.7,25.5
2016-08-24T01:17:36.887-0600,20,22,17,22,43.4,25.5
2016-08-24T01:17:42.688-0600,20,22,17,22,43.2,25.4
2016-08-24T01:17:48.489-0600,20,22,17,22,43.3,25.4
2016-08-24T01:17:57.456-0600,20,22,17,22,ERROR,ERROR
2016-08-24T01:18:03.266-0600,20,22,17,22,43.2,25.5
2016-08-24T01:18:09.072-0600,20,22,17,22,43.1,25.5
2016-08-24T01:18:14.873-0600,20,22,17,22,43,25.5
2016-08-24T01:18:20.674-0600,20,22,17,22,42.7,25.5
2016-08-24T01:18:26.475-0600,20,22,17,22,42.6,25.5
2016-08-24T01:18:32.276-0600,20,22,17,22,42.6,25.5
2016-08-24T01:18:38.077-0600,20,22,17,22,42.6,25.5
2016-08-24T01:18:43.878-0600,20,22,17,22,42.5,25.5
2016-08-24T01:18:49.679-0600,20,22,17,22,42.6,25.5
2016-08-24T01:18:55.499-0600,20,22,17,22,42.5,25.5
2016-08-24T01:19:01.304-0600,20,22,17,22,42.9,25.5
2016-08-24T01:19:07.110-0600,20,22,17,22,42.8,25.5
2016-08-24T01:19:12.911-0600,20,22,17,22,43,25.5
2016-08-24T01:19:18.712-0600,20,22,17,22,43.2,25.5
2016-08-24T01:19:24.513-0600,20,22,17,22,43.2,25.5
2016-08-24T01:19:30.314-0600,20,22,17,22,43.2,25.5
2016-08-24T01:19:36.115-0600,20,22,17,22,43,25.5
2016-08-24T01:19:41.916-0600,20,22,17,22,42.8,25.5
2016-08-24T01:19:47.717-0600,20,22,17,22,42.6,25.5
2016-08-24T01:19:54.074-0600,20,22,17,22,ERROR,ERROR
2016-08-24T01:19:59.877-0600,20,22,17,22,41.7,25.4
2016-08-24T01:20:05.679-0600,20,22,17,22,42.9,25.5
2016-08-24T01:20:11.480-0600,20,22,17,22,42.8,25.5
2016-08-24T01:20:17.281-0600,20,22,17,22,42.8,25.5
2016-08-24T01:20:23.082-0600,20,22,17,22,42.6,25.5
